,1,6,9,15,18,19,23,24,29,35,36,37,39,46,54,56,61,77,96,107,110,115,116,119,125,126,128,133,135,142,157,158,160,166,170,173,177
5,5.045279344915327,3.688006000172847,0.0,0.1261319836228832,0.0,0.0,0.3783959508686496,1.3874518198517152,1.1351878526059487,0.0,0.3783959508686496,0.0,3.556064644339197,0.5045279344915328,0.0,0.0,2.1442437215890138,0.0,0.0,6.596586242276469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49131427428342794,0.3783959508686496,1.891979754343248,0.0,0.0,0.0,0.0
9,2.287174901880765,0.6790095606410487,0.0,0.0,0.23529411764705885,0.23067673048262496,0.0,1.3863722581519378,3.2759801843942413,0.11453390839373576,1.6461241465267389,0.0,1.4983948619276952,0.2863347709843394,0.0,0.0,0.16375091714737894,0.21937416134613633,0.0,1.6280900523898614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672140665674554,0.0,0.2286704428408951,1.2106089428814515,3.0,0.6824193496467457,0.0,0.0,0.0,0.0
16,3.084360338216019,3.3599668423311533,0.08179977728257459,0.08179977728257459,0.3385053043583437,0.5126809872430917,0.25387897826875777,0.95321057554829,0.45249378105604465,0.0,3.1554797856848413,0.0,2.240056803278208,0.3526068087844755,0.0939527256629669,0.0,2.1337512822631526,0.0,0.0,8.99865279647128,0.3526068087844755,0.0,0.0,0.0,0.0,0.0,0.16481928982131228,0.0,0.0,0.0,2.2134903466906333,0.5029375158849707,1.689332919322776,0.0,0.4231316304479296,0.0,0.0
29,18.033025377874388,8.364109739737748,0.0,0.25,1.3333333333333333,0.3333333333333333,1.75,6.75,2.25,0.0,7.978219479475496,0.0,6.75,1.0,0.0,0.0,5.835582304803311,0.0,0.0,14.274171725502676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.135562302232062,2.5307764064044154,5.864109739737748,0.0,1.096307612655518,0.0,0.0
34,3.354205235193542,1.0801030286120672,0.0,0.06329655315114102,0.25763502945398004,0.0,0.18988965945342307,0.7818262319382914,0.5752299994220391,0.0,0.9313863486916135,0.0,6.521135185088768,0.2531862126045641,0.0,0.0,0.7196538964683993,0.0,0.0,3.7641015247003495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6426692471789472,0.3848531726078622,1.0178727231763314,0.25763502945398004,0.0,0.0,0.0
38,10.194567184988962,6.3612593082001645,0.0,0.21712927295533244,0.0,0.0,0.6513878188659973,2.3884220025086567,2.513979947188104,0.0,2.9237583649638497,0.0,6.316764047884943,0.8685170918213297,0.0,0.0,3.6911976402406514,0.0,0.0,19.263746022845368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.500139836606214,1.9847211521993304,4.9236057609966535,0.0,0.0,0.0,0.0
45,5.996199343664188,3.097483577482385,0.0,0.1238993430992954,0.0,0.0,0.3716980292978862,1.7084692782923498,1.1150940878936586,0.0,1.1806652860838398,0.0,2.849684891283794,0.4955973723971816,0.0,0.0,2.106288832688022,0.0,0.0,6.399229966000385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5241850225638902,0.8324667015646867,2.434450986822932,0.0,0.0,0.0,0.0
47,3.1670189047754653,0.697835491898211,0.0,0.0,0.0,0.6434721639412632,0.0,0.34852854590980886,0.19540536723522914,0.0,0.9423646087743471,0.0,4.511714809754114,0.46420241108253046,0.0,0.34815180831189785,0.687062558412586,0.0,0.0,3.7519071281564664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23108688951396364,0.853866579482591,0.19540536723522914,0.9288494550779558,0.0,0.059371918071019436,0.0,0.0
48,6.939591393221921,2.6138269524303235,0.0934984915573404,0.0934984915573404,0.0,0.6871425230038319,0.0,0.9536595874306166,0.9444584917532093,0.0,2.9690075905866067,0.0,2.635762069811972,0.3956309062997219,0.11350416126511093,0.0,2.2980388004400085,0.0,0.0,6.694582939882339,0.3956309062997219,0.0,0.0,0.0,0.0,0.0,0.1929476907936048,0.0,0.0,0.0,1.7265025731996946,0.2983475977087932,1.63500622928356,0.0,0.4092086519680064,0.0,0.0
49,12.73606797749979,10.093717649791508,0.0,0.25,0.0,0.0,0.75,2.0,1.0,0.0,5.48606797749979,0.0,9.177050983124843,1.0,0.0,0.0,8.75,0.0,0.0,22.545084971874736,0.0,0.0,0.0,0.0,0.0,0.0,0.3090169943749474,0.0,0.0,0.0,0.9270509831248421,1.6770509831248421,8.368033988749895,0.0,4.0,0.0,0.0
50,42.04481549985496,26.0,0.0,1.0,0.0,0.0,3.0,11.0,9.0,0.0,3.783611624891224,0.0,23.0,4.0,0.0,0.0,17.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.770120989956462,4.0,16.25,0.0,1.0,0.0,0.0
52,2.550176075216,1.3648326238512318,0.04910405543058044,0.04910405543058044,0.1916203747649928,0.83595994557843,0.19767353996391704,0.623522419157238,0.47992175839515827,0.19093135862226704,1.464517377984408,0.0,1.9504952337772377,0.38416876977585857,0.2464692884853364,0.14423777396335036,0.9264438215797861,0.0,0.0,3.2852254236800174,0.19185173782472476,0.0,0.0,0.0,0.0,0.0,0.04910405543058044,0.0,0.0,0.39553403911155555,0.4835042110633377,0.14620437865218264,0.19302147343624765,0.1916203747649928,0.0,0.0,0.0
59,42.04481549985496,26.0,0.0,1.0,0.0,0.0,3.0,11.0,9.0,0.0,3.783611624891224,0.0,23.0,4.0,0.0,0.0,17.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.770120989956462,4.0,16.25,0.0,1.0,0.0,0.0
60,42.04481549985496,26.0,0.0,1.0,0.0,0.0,3.0,11.0,9.0,0.0,3.783611624891224,0.0,23.0,4.0,0.0,0.0,17.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.770120989956462,4.0,16.25,0.0,1.0,0.0,0.0
