,1131,1008,427,1060,3430,1156,2729,1786,148,1193,1088,1821,2959,2893,1191,1143,1105,2652,1194,859,347,2497,1160,1175,3342,1161,2509,2203,3623,1102,2091,3190,2593,1067,1929,3249,1130,227,34,2401,840,594,2456,2945,1216,1085,2719,880,1818,1007,1153,2557,754,3310,890,1369,2708,714,850,1970,1147,3448,2506,2192,2839,1251,895,2948,2846,254,1108,1140,1527,3328,862,3198,1109,2508,2558,526,1704,574,3509,1296,1178,2481,1125,2174,2258,709,1176,2476,2491,843,1006,2685,121,690,2187,2157,1612,3624,1884,229,2204,538,2776,1145,2163,1004,579,1179,1134,1197,1486,1168,1,157,217,288,576,1009,1173,1174,1187,1343,1436,1450,1501,1505,1840,1994,2109,2129,2131,2160,2496,2512,2555,2653,2737,2763,2786,2848,2853,3652,3665,2794,467,1196,2789,2347,2919,2631,3174,2820,1781,2736,746,1849,3259,528,650,2171,2758,738,2543,428,2132,2766,1298,1167,2214,1595,1192,1112,2817,1728,1209,2375,2527,1694,2235,499,72,1051,705,990,2991,1117,1107,1842,1018,3272,2245,1293,108,3412,2654,355,2463,2984,2427,581,1019,1782,3369,2535,292,1151,1407,2567,2489,1706,878,1385,1237,2746,1537,965,1121,1554,2741,2421,2084,2709,2167,1200,2335,1629,2623,2106,1944,2404,1124,1133,695,47,2387,1928,516,2705,145,1902,1277,1306,1540,3395,1742,1937,1993,1874,285,2127,21,1119,68,1866,1118,2348,3398,2742,397,1224,2740,1960,2880,1026,6,39,107,193,308,310,430,470,736,743,864,964,1111,1136,1149,1165,1183,1201,1212,1289,1399,1546,1564,1733,1748,1831,1957,2043,2137,2156,2263,2376,2405,2495,2502,2566,2651,2782,3239,3399,259,2795,88,1095,2808,3304,140,1261,803,982,2184,542,1783,1649,2333,1370,972,1158,2779,3178,1609,1279,50,109,1184,1777,1357,1576,3503,2816,1467,3295,580,1774,2889,2439,1024,359,3322,1259,2161,3521,2155,1159,2503,1446,3551,596,3073,3221,2211,3476,2265,1575,1744,2010,444,3076,315,1834,3447,971,142,221,226,280,340,461,509,1053,1084,1129,1132,1375,1878,2014,2141,2346,2587,2774,2780,2978,3384,3449,3513,1898,2885,1114,1028,3444,2079,1778,241,948,3187,1822,358,1213,2600,1779,3071,2899,2206,848,1896,2059,2977,1920,11,1372,1771,1457,2290,2054,2660,32,2739,1155,3266,978,1484,2215,1454,1594,1211,2711,3134,3294,3030,3193,3133,860,348,1172,2056,3236,3220,2979,1141,442,3217,256,1789,514,1773,2822,1185,1180,139,755,1295,852,156,36,61,371,372,1092,1144,1181,1538,2148,2657,2826,2858,2890,2932,3248,3518,3567,3670,1793,3343,1274,1231,3179,2933,3127,2100,3219,525,1827,998,1720,2957,3442,1307,1766,2866,7,1210,2940,1349,868,2121,1243,2954,2448,3137,3262,1632,1048,2443,966,909,1889,2597,955,2124,2385,2796,3036,2896,3218,1955,2232,2973,2712,2743,3329,1906,2589,3267,1756,1097,1202,2882,894,3318,838,1760,1260,853,1890,202,911,888,231,3108,839,2429,703,913,2577,521,2546,146,260,1139,1245,3434,863,654,893,854,2541,1122,3389,2262,2218,496,1755,2470,2461,472,882,883,884,1137,1162,1208,1757,1765,1836,1885,2021,2165,2208,2363,2432,2447,2792,2874,2938,2963,3132,240,3319,1110,2807,295,3487,180,3012,2710,1098,1950,1470,1198,2239,3303,800,1262,652,2213,692,1030,2058,2169,3501,2003,899,2410,3437,1013,3488,953,3168,896,2854,527,944,679,2221,1154,3363,1966,424,3675,1190,3275,3313,487,905,584,1247,1015,2330,872,908,1752,1886,328,870,3383,3492,1270,12,1952,2955,3365,1908,536,1025,2857,1123,3393,155,2815,1242,488,1276,171,441,1071,847,2438,1931,147,3130,2976,339,1980,479,932,949,2985,876,2952,3317,1901,3375,2415,2006,3466,3123,653,3497,1529,1767,3315,2525,1169,1059,867,2328,1907,3374,1189,851,885,892,13,2520,3032,2942,3316,1069,2179,3427,1001,1052,3002,364,2998,874,2453,1785,400,2733,3150,2884,3680,2668,3235,3237,2931,2070,3105,2027,1910,2881,1203,1619,3463,346,3684,875,1863,19,332,822,845,871,961,1017,1106,1148,1157,1246,1326,1761,1768,1841,1887,1914,2505,2575,2615,2757,2871,2982,3158,3204,3367,3458,3131,3042,1511,1273,1479,1833,1585,69,1126,2339,10,1275,2604,577,2856,1582,1282,1844,1775,3033,223,3024,1512,429,3166,2042,484,1634,3335,344,2216,1503,151,1509,3038,368,1965,421,1615,1066,2798,1459,29,586,936,1023,1579,2334,2944,2379,2483,2518,3512,2601,2144,2236,2700,2702,2400,2202,2530,2559
1008,13.57,,,15.86,,6.33,,,,,8.95,,,,8.95,14.06,,,8.95,10.38,,,8.95,6.33,,,,,,8.95,,,,16.24,,,6.33,,,,6.33,,,,,8.95,,8.95,,8.95,6.33,,8.95,,6.33,,,8.65,,,8.95,,,,,,,,,,11.77,,,,6.33,,15.22,,,,,,,,8.95,,13.22,,,13.99,6.33,,,8.95,,,,16.24,,,,,,,,,,12.23,,15.20,,13.16,12.23,5.17,,13.57,,,,,,12.23,8.95,9.98,13.16,,,,,,,,,,,,,,,,,,,,,,,,,13.26,,,,,,,,,4.82,,,,,,,4.82,,,,,,11.07,,,8.34,8.34,,,8.34,,,,,,,4.82,8.34,8.34,,8.34,,,14.16,,,,,,,,,,,,14.11,,,,,15.31,,,,,8.34,,,,,5.90,9.59,,,,,,,12.36,,,,,,,16.29,12.67,8.34,,,,,,,,,,,,,,,,,,,12.29,,,,,,,,8.34,,,,13.26,,,,,,,,,5.90,5.90,4.82,4.82,10.10,10.03,14.16,8.34,8.34,5.90,5.90,,,,,,,,,,,,,,,,,,,,,,,,,6.47,,,,,10.50,9.14,,,,,,,,9.14,,,,,,,9.14,,,,,,,,,,,,6.47,,,,,,,12.86,,,,,,,,,,,,,,,,,,6.47,,,,,,,,9.14,9.14,,12.86,,,,,,,,,,,,,,,9.04,,,,,,9.04,,,,6.39,,,,,,6.39,,,,,,,,,,,,,,6.39,,9.04,,,,,9.04,,,,,,,5.22,,,,,,,14.05,,,,,,,,5.22,9.04,,14.05,,5.22,,,,,,6.39,6.39,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,,,,,,,10.84,,,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,13.57,15.86,,,,12.77,,,,,8.95,,,,8.95,13.20,,,8.95,10.38,,,8.95,12.77,,,,,,8.95,,,,9.98,,,6.33,,,,6.33,,,,,8.95,,8.95,,8.95,6.33,,8.95,,6.33,,,13.20,,,8.95,,,,,,,,,,15.85,,,,6.33,,14.51,,,,,,,,8.95,,17.77,,,6.33,6.33,,,8.95,,,,9.98,,,,,,,,,,12.23,,15.20,,13.16,12.23,5.17,,13.57,,,,,,12.23,8.95,9.98,13.16,,,,,,,,,,,,,,,,,,,,,,,,,13.26,,,,,,,,,10.07,,,,,,,10.07,,,,,,4.82,,,8.34,8.34,,,8.34,,,,,,,4.82,8.34,8.34,,8.34,,,13.29,,,,,,,,,,,,8.69,,,,,15.31,,,,,8.34,,,,,5.90,8.72,,,,,,,12.36,,,,,,,10.03,11.89,8.34,,,,,,,,,,,,,,,,,,,12.29,,,,,,,,8.34,,,,13.26,,,,,,,,,12.34,5.90,10.07,4.82,10.10,10.03,13.29,8.34,8.34,5.90,12.34,,,,,,,,,,,,,,,,,,,,,,,,,6.47,,,,,10.50,9.14,,,,,,,,9.14,,,,,,,9.14,,,,,,,,,,,,6.47,,,,,,,12.86,,,,,,,,,,,,,,,,,,6.47,,,,,,,,9.14,9.14,,12.86,,,,,,,,,,,,,,,9.04,,,,,,9.04,,,,6.39,,,,,,6.39,,,,,,,,,,,,,,6.39,,9.04,,,,,9.04,,,,,,,5.22,,,,,,,6.39,,,,,,,,10.47,9.04,,6.39,,5.22,,,,,,6.39,6.39,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10,,,,,9.10,9.10,,,,,,,,,,,,,,,,
1156,7.08,6.33,,12.77,,,,,,,14.15,,,,14.15,14.27,,,14.15,8.17,,,14.15,20.18,,,,,,14.15,,,,8.17,,,10.01,,,,10.01,,,,,14.15,,14.15,,14.15,10.01,,14.15,,10.01,,,14.27,,,14.15,,,,,,,,,,12.77,,,,10.01,,11.65,,,,,,,,14.15,,14.27,,,10.01,10.01,,,14.15,,,,8.17,,,,,,,,,,10.01,,8.17,,7.08,10.01,8.17,,7.08,,,,,,10.01,14.15,8.17,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,,,,,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,8.31,,,,7.20,,,,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,,,,,14.39,14.39,,,,,,,,,,,,,,,,
1088,10.01,8.95,,8.95,,14.15,,,,,,,,,20.01,10.01,,,20.01,11.55,,,20.01,14.15,,,,,,20.01,,,,11.55,,,14.15,,,,14.15,,,,,20.01,,20.01,,20.01,14.15,,20.01,,14.15,,,10.01,,,20.01,,,,,,,,,,8.95,,,,14.15,,8.17,,,,,,,,20.01,,10.01,,,14.15,14.15,,,20.01,,,,11.55,,,,,,,,,,14.15,,11.55,,10.01,14.15,11.55,,10.01,,,,,,14.15,20.01,11.55,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,10.01,8.95,,8.95,,14.15,,,,,20.01,,,,,10.01,,,20.01,11.55,,,20.01,14.15,,,,,,20.01,,,,11.55,,,14.15,,,,14.15,,,,,20.01,,20.01,,20.01,14.15,,20.01,,14.15,,,10.01,,,20.01,,,,,,,,,,8.95,,,,14.15,,8.17,,,,,,,,20.01,,10.01,,,14.15,14.15,,,20.01,,,,11.55,,,,,,,,,,14.15,,11.55,,10.01,14.15,11.55,,10.01,,,,,,14.15,20.01,11.55,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,5.00,14.06,,13.20,,14.27,,,,,10.01,,,,10.01,,,,10.01,5.78,,,10.01,14.27,,,,,,10.01,,,,18.16,,,7.08,,,,7.08,,,,,10.01,,10.01,,10.01,7.08,,10.01,,7.08,,,14.75,,,10.01,,,,,,,,,,13.20,,,,7.08,,16.99,,,,,,,,10.01,,14.75,,,15.64,7.08,,,10.01,,,,18.16,,,,,,,,,,13.67,,11.16,,9.67,13.67,5.78,,5.00,,,,,,13.67,10.01,11.16,9.67,,,,,,,,,,,,,,,,,,,,,,,,,4.66,,,,,,,,,11.26,,,,,,,11.26,,,,,,12.38,,,9.33,9.33,,,9.33,,,,,,,5.38,9.33,9.33,,9.33,,,15.81,,,,,,,,,,,,10.72,,,,,5.38,,,,,9.33,,,,,6.59,15.81,,,,,,,6.59,,,,,,,12.38,14.14,9.33,,,,,,,,,,,,,,,,,,,6.59,,,,,,,,9.33,,,,4.66,,,,,,,,,13.79,6.59,11.26,5.38,5.38,5.38,15.81,9.33,9.33,6.59,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,,,,,,,5.88,,,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,,,,,,,,,,,,,,,,7.20,,,,,,,,,,,,,,,,,,,8.57,,,,,,,12.11,,,12.11,,,,,,,,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,,,,10.18,10.18,,,,,,,,,,,,,,,,
1194,10.01,8.95,,8.95,,14.15,,,,,20.01,,,,20.01,10.01,,,,11.55,,,20.01,14.15,,,,,,20.01,,,,11.55,,,14.15,,,,14.15,,,,,20.01,,20.01,,20.01,14.15,,20.01,,14.15,,,10.01,,,20.01,,,,,,,,,,8.95,,,,14.15,,8.17,,,,,,,,20.01,,10.01,,,14.15,14.15,,,20.01,,,,11.55,,,,,,,,,,14.15,,11.55,,10.01,14.15,11.55,,10.01,,,,,,14.15,20.01,11.55,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,11.61,10.38,,10.38,,8.17,,,,,11.55,,,,11.55,5.78,,,11.55,,,,11.55,8.17,,,,,,11.55,,,,6.67,,,8.17,,,,8.17,,,,,11.55,,11.55,,11.55,8.17,,11.55,,8.17,,,5.78,,,11.55,,,,,,,,,,15.45,,,,8.17,,4.72,,,,,,,,11.55,,5.78,,,8.17,8.17,,,11.55,,,,6.67,,,,,,,,,,8.17,,13.41,,11.61,8.17,13.21,,11.61,,,,,,8.17,11.55,13.21,11.61,,,,,,,,,,,,,,,,,,,,,,,,,5.83,,,,,,,,,,,,,,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.49,,,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,6.74,5.06,,,,,,,,,,,,,,,,,,,,8.25,,,,,,,,,,,,11.49,,,,,,,,,,,,6.54,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,,,,,,,,,,,,,,,,,,8.01,,,,,,,,,,,8.25,,,,,,,,,,,,,,,11.67,,,,,,11.67,,,,8.25,,,,,,8.25,,,,,,,,,,,,,,16.25,,11.67,,,,,11.67,,,,,,,13.27,,,,,,,8.25,,,,,,,,6.74,11.67,,8.25,,13.27,,,,,,8.25,8.25,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,,,11.32,,,,,,,,11.32,,11.32,8.01,,,11.32,,,,,,,,,,,,,,,,,11.32,11.32,,8.01,,8.01,,,6.54,,,8.01,8.01,,,,,11.32,11.32,,,,,,8.01,,,11.32,8.01,11.32,11.32,,8.01,,,,,,,,,8.01,,,8.01,8.01,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,10.01,8.95,,8.95,,14.15,,,,,20.01,,,,20.01,10.01,,,20.01,11.55,,,,14.15,,,,,,20.01,,,,11.55,,,14.15,,,,14.15,,,,,20.01,,20.01,,20.01,14.15,,20.01,,14.15,,,10.01,,,20.01,,,,,,,,,,8.95,,,,14.15,,8.17,,,,,,,,20.01,,10.01,,,14.15,14.15,,,20.01,,,,11.55,,,,,,,,,,14.15,,11.55,,10.01,14.15,11.55,,10.01,,,,,,14.15,20.01,11.55,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
